epoch,step,batch_idx,split,mse_loss,policy_loss
0,1,0,train,0.5367124080657959,6.269696235656738
0,2,1,train,0.43627405166625977,3.6608760356903076
0,3,2,train,0.3104901611804962,1.430246353149414
0,4,3,train,0.19089311361312866,0.3230036199092865
0,5,4,train,0.10461501032114029,0.12939712405204773
0,6,5,train,0.056307174265384674,0.24377499520778656
0,7,6,train,0.03908331319689751,0.3013651669025421
0,8,7,train,0.03173007443547249,0.35080936551094055
0,9,8,train,0.0325595885515213,0.3530614674091339
0,10,9,train,0.03041737712919712,0.3853784203529358
0,11,10,train,0.0314377062022686,0.3892042636871338
0,12,11,train,0.030441567301750183,0.3733280301094055
0,13,12,train,0.0320039801299572,0.36565637588500977
0,14,13,train,0.031453825533390045,0.36813825368881226
0,15,14,train,0.03168284520506859,0.3383961319923401
0,16,15,train,0.03190518915653229,0.34273266792297363
0,17,16,train,0.030266286805272102,0.30042457580566406
0,18,17,train,0.03199945390224457,0.3047647178173065
0,19,18,train,0.02957603707909584,0.2887442111968994
0,20,19,train,0.03183227777481079,0.26520419120788574
0,21,20,train,0.03147132694721222,0.2541261315345764
0,22,21,train,0.0307259913533926,0.2501249611377716
0,23,22,train,0.028956038877367973,0.22297634184360504
0,24,23,train,0.02989148534834385,0.2056693136692047
0,25,24,train,0.03183737024664879,0.19520780444145203
0,26,25,train,0.030775709077715874,0.1834469437599182
0,27,26,train,0.03231236711144447,0.180876225233078
0,28,27,train,0.030684374272823334,0.17454630136489868
0,29,28,train,0.03225204348564148,0.16856998205184937
0,30,29,train,0.03281782194972038,0.17577774822711945
0,31,30,train,0.03187131881713867,0.1636965572834015
0,32,31,train,0.029539061710238457,0.16442753374576569
0,33,32,train,0.032344624400138855,0.17997637391090393
0,34,33,train,0.0330696664750576,0.18546780943870544
0,35,34,train,0.030141128227114677,0.17929628491401672
0,36,35,train,0.03208544850349426,0.20269785821437836
0,37,36,train,0.030267853289842606,0.1723267138004303
0,38,37,train,0.030650567263364792,0.1781463772058487
0,39,38,train,0.029602495953440666,0.15344293415546417
0,40,39,train,0.028063997626304626,0.16585618257522583
0,41,40,train,0.03036121465265751,0.16006769239902496
0,42,41,train,0.03176640719175339,0.1697598099708557
0,43,42,train,0.032020051032304764,0.15171828866004944
0,44,43,train,0.02967141568660736,0.13803569972515106
0,45,44,train,0.031492240726947784,0.13830804824829102
0,46,45,train,0.03159765899181366,0.14114616811275482
0,47,46,train,0.031031355261802673,0.1404680460691452
0,48,47,train,0.03095952793955803,0.1311190277338028
0,49,48,train,0.030510276556015015,0.14197614789009094
0,50,49,train,0.03144160658121109,0.1254577338695526
0,51,50,train,0.030415724962949753,0.1190904974937439
0,52,51,train,0.03135307878255844,0.12869687378406525
0,53,52,train,0.03081892617046833,0.10471488535404205
0,54,53,train,0.029618320986628532,0.11602319777011871
0,55,54,train,0.03074728325009346,0.11037693917751312
0,56,55,train,0.029186852276325226,0.09777401387691498
0,57,56,train,0.03026467375457287,0.09934376925230026
0,58,57,train,0.030251646414399147,0.09145212173461914
0,59,58,train,0.03096102550625801,0.08044809103012085
0,60,59,train,0.029403746128082275,0.0698542445898056
0,61,60,train,0.02808965928852558,0.052900709211826324
0,62,61,train,0.030954301357269287,0.06866984069347382
0,63,62,train,0.030463285744190216,0.053352952003479004
0,64,63,train,0.030300766229629517,0.07352104038000107
0,65,64,train,0.02934356965124607,0.05533546581864357
0,66,65,train,0.030654456466436386,0.07475756853818893
0,67,66,train,0.03177134320139885,0.07530218362808228
0,68,67,train,0.03066621720790863,0.07649841904640198
0,69,68,train,0.03219673037528992,0.07813562452793121
0,70,69,train,0.0317537896335125,0.06405046582221985
0,71,70,train,0.030101757496595383,0.05925508216023445
0,72,71,train,0.03047800622880459,0.06563116610050201
0,73,72,train,0.033191755414009094,0.07938411831855774
0,74,73,train,0.028810609132051468,0.059134338051080704
0,75,74,train,0.02997586689889431,0.06456975638866425
0,76,75,train,0.03263761103153229,0.07007144391536713
0,77,76,train,0.032173626124858856,0.06234738975763321
0,78,77,train,0.030041152611374855,0.054247017949819565
0,79,78,train,0.0293118953704834,0.042731426656246185
0,80,79,train,0.030835546553134918,0.043655503541231155
0,81,80,train,0.028479160740971565,0.03532266244292259
0,82,81,train,0.029949352145195007,0.04430410638451576
0,83,82,train,0.0297534316778183,0.025735151022672653
0,84,83,train,0.029580211266875267,0.039117977023124695
0,85,84,train,0.030605517327785492,0.04018176719546318
0,86,85,train,0.030100179836153984,0.045509304851293564
0,87,86,train,0.028913790360093117,0.029254663735628128
0,88,87,train,0.03000039793550968,0.04348278418183327
0,89,88,train,0.028809787705540657,0.04363499954342842
0,90,89,train,0.03100518137216568,0.07534628361463547
0,91,90,train,0.028938883915543556,0.0603083036839962
0,92,91,train,0.03022169880568981,0.08223295956850052
0,93,92,train,0.030704988166689873,0.09692341089248657
0,94,93,train,0.03044026903808117,0.09717780351638794
0,95,94,train,0.030794277787208557,0.08522731065750122
0,96,95,train,0.02996964007616043,0.09471465647220612
0,97,96,train,0.028811370953917503,0.10277159512042999
0,98,97,train,0.03079933486878872,0.11649404466152191
0,99,98,train,0.029054995626211166,0.10258567333221436
0,100,99,train,0.030969569459557533,0.0966947004199028
1,101,0,train,0.030930019915103912,0.09825202822685242
1,102,1,train,0.032658204436302185,0.10761375725269318
1,103,2,train,0.031917255371809006,0.08321483433246613
1,104,3,train,0.029755759984254837,0.08665792644023895
1,105,4,train,0.03245251998305321,0.10331135243177414
1,106,5,train,0.03182512894272804,0.07198547571897507
1,107,6,train,0.029373886063694954,0.06884875893592834
1,108,7,train,0.030392764136195183,0.07985050976276398
1,109,8,train,0.029127856716513634,0.06529568135738373
1,110,9,train,0.033191610127687454,0.09206880629062653
1,111,10,train,0.029903361573815346,0.08287660777568817
1,112,11,train,0.03180081397294998,0.0958157628774643
1,113,12,train,0.030890926718711853,0.10324461758136749
1,114,13,train,0.0316612534224987,0.09400218725204468
