epoch,step,batch_idx,split,mse_loss,policy_loss
0,1,0,train,0.4128935635089874,2.818648338317871
0,2,1,train,0.29139605164527893,1.1302131414413452
0,3,2,train,0.17782120406627655,0.2557448744773865
0,4,3,train,0.09679287672042847,0.03073248267173767
0,5,4,train,0.054054856300354004,0.05674376338720322
0,6,5,train,0.036913953721523285,0.10167848318815231
0,7,6,train,0.0329587385058403,0.15338227152824402
0,8,7,train,0.03228549659252167,0.13921397924423218
0,9,8,train,0.03371262550354004,0.15960822999477386
0,10,9,train,0.0324244499206543,0.12145482748746872
0,11,10,train,0.034735821187496185,0.12732785940170288
0,12,11,train,0.03498821333050728,0.0954212173819542
0,13,12,train,0.03860432282090187,0.09573537856340408
0,14,13,train,0.041581206023693085,0.06336883455514908
0,15,14,train,0.0438140407204628,0.055506616830825806
0,16,15,train,0.04576726630330086,0.04672376066446304
0,17,16,train,0.04706301912665367,0.042087092995643616
0,18,17,train,0.048726700246334076,0.04849319905042648
0,19,18,train,0.04550359398126602,0.0525025948882103
0,20,19,train,0.04444873705506325,0.028247185051441193
0,21,20,train,0.041440341621637344,0.04855915904045105
0,22,21,train,0.041995398700237274,0.06164292246103287
0,23,22,train,0.03916527330875397,0.04863961040973663
0,24,23,train,0.03704817220568657,0.04900538921356201
0,25,24,train,0.037227291613817215,0.06166715919971466
0,26,25,train,0.0360356904566288,0.05743330717086792
0,27,26,train,0.0369829498231411,0.0708593800663948
0,28,27,train,0.03733208775520325,0.06594110280275345
0,29,28,train,0.03594039008021355,0.03528691828250885
0,30,29,train,0.037305936217308044,0.0638834685087204
0,31,30,train,0.038991574198007584,0.05373784154653549
0,32,31,train,0.04160110279917717,0.06762159615755081
0,33,32,train,0.042016346007585526,0.05655663460493088
0,34,33,train,0.04588930681347847,0.05134330689907074
0,35,34,train,0.043844353407621384,0.03964228183031082
0,36,35,train,0.042855095118284225,0.04224622994661331
0,37,36,train,0.040751971304416656,0.04169316589832306
0,38,37,train,0.03804115951061249,0.043529532849788666
0,39,38,train,0.039169955998659134,0.034930385649204254
0,40,39,train,0.035906847566366196,0.04963303357362747
0,41,40,train,0.03638153523206711,0.057541318237781525
0,42,41,train,0.03694958984851837,0.043600894510746
0,43,42,train,0.0366438552737236,0.03537244349718094
0,44,43,train,0.03695284202694893,0.02968282252550125
0,45,44,train,0.03845147788524628,0.029439739882946014
0,46,45,train,0.040907878428697586,0.043668583035469055
0,47,46,train,0.04000631347298622,0.03805473446846008
0,48,47,train,0.04122704640030861,0.034637704491615295
0,49,48,train,0.04279005900025368,0.04982679337263107
0,50,49,train,0.038426466286182404,0.02971777319908142
0,51,50,train,0.04053323715925217,0.03873883932828903
0,52,51,train,0.03944630175828934,0.052823930978775024
0,53,52,train,0.04487420246005058,0.06210622936487198
0,54,53,train,0.04082237929105759,0.03957290202379227
0,55,54,train,0.04016595706343651,0.038977958261966705
0,56,55,train,0.04019443690776825,0.05137015879154205
0,57,56,train,0.0400378443300724,0.06457869708538055
0,58,57,train,0.042432285845279694,0.06730363517999649
0,59,58,train,0.04143692925572395,0.0635366290807724
0,60,59,train,0.042523711919784546,0.08068042248487473
0,61,60,train,0.04458877444267273,0.09537135809659958
0,62,61,train,0.04467040300369263,0.07040741294622421
0,63,62,train,0.04934040829539299,0.07359263300895691
0,64,63,train,0.04756579175591469,0.058956511318683624
0,65,64,train,0.04182177782058716,0.0532517209649086
0,66,65,train,0.04146801307797432,0.058720655739307404
0,67,66,train,0.042230162769556046,0.06860556453466415
0,68,67,train,0.043029047548770905,0.06199243664741516
0,69,68,train,0.04514111950993538,0.059936217963695526
0,70,69,train,0.04114436358213425,0.053023360669612885
0,71,70,train,0.04025382176041603,0.058500684797763824
0,72,71,train,0.04071056842803955,0.061596937477588654
0,73,72,train,0.04212988540530205,0.06534277647733688
0,74,73,train,0.04162711650133133,0.05625475198030472
0,75,74,train,0.041187725961208344,0.06175972521305084
0,76,75,train,0.04415631294250488,0.06765540689229965
0,77,76,train,0.04288659617304802,0.07638006657361984
0,78,77,train,0.0415208674967289,0.055517129600048065
0,79,78,train,0.039577189832925797,0.06929976493120193
0,80,79,train,0.04108516871929169,0.07990888506174088
0,81,80,train,0.040861472487449646,0.07686010003089905
0,82,81,train,0.04197845980525017,0.09209948033094406
