epoch,step,batch_idx,split,mse_loss,policy_loss
0,1,0,train,0.215388223528862,3.759427785873413
0,2,1,train,0.12654708325862885,1.4189808368682861
0,3,2,train,0.05464378744363785,1.862574815750122
0,4,3,train,0.0282235536724329,2.673470973968506
0,5,4,train,0.02337237261235714,3.1496033668518066
0,6,5,train,0.021270236000418663,3.112323760986328
0,7,6,train,0.020458819344639778,3.061591148376465
0,8,7,train,0.020176192745566368,3.1627495288848877
0,9,8,train,0.020165540277957916,3.2276134490966797
0,10,9,train,0.01912727952003479,3.3067362308502197
0,11,10,train,0.01868111826479435,3.1165242195129395
0,12,11,train,0.018564077094197273,3.083998918533325
0,13,12,train,0.01956173963844776,3.162853479385376
0,14,13,train,0.019027501344680786,2.8930399417877197
0,15,14,train,0.020275888964533806,2.8225088119506836
0,16,15,train,0.02059009112417698,2.8151066303253174
0,17,16,train,0.021681174635887146,2.5222012996673584
0,18,17,train,0.022448861971497536,2.487889528274536
0,19,18,train,0.022766975685954094,2.469850778579712
0,20,19,train,0.022607240825891495,2.46457576751709
0,21,20,train,0.022720439359545708,2.5419235229492188
0,22,21,train,0.023321257904171944,2.492093086242676
0,23,22,train,0.024005766957998276,2.68729567527771
0,24,23,train,0.024005938321352005,2.631675958633423
0,25,24,train,0.026104405522346497,2.4781365394592285
0,26,25,train,0.02600087784230709,2.9007625579833984
0,27,26,train,0.029291991144418716,2.654503583908081
0,28,27,train,0.030526718124747276,3.0552117824554443
0,29,28,train,0.02988121472299099,3.0596296787261963
0,30,29,train,0.03237883746623993,3.1981375217437744
0,31,30,train,0.0323878712952137,3.095592975616455
0,32,31,train,0.03325023502111435,3.3853139877319336
0,33,32,train,0.03481904789805412,3.131575584411621
0,34,33,train,0.032654840499162674,3.1085855960845947
0,35,34,train,0.03203511983156204,2.669985294342041
0,36,35,train,0.03257938474416733,2.5150949954986572
0,37,36,train,0.03298336640000343,2.352456569671631
0,38,37,train,0.031983666121959686,2.2498364448547363
0,39,38,train,0.031771935522556305,2.126908302307129
0,40,39,train,0.028251398354768753,2.0959877967834473
0,41,40,train,0.02744637243449688,2.1673057079315186
0,42,41,train,0.02674735151231289,2.0937652587890625
0,43,42,train,0.026062224060297012,2.0757970809936523
0,44,43,train,0.023866506293416023,2.069959878921509
0,45,44,train,0.022557033225893974,2.0988528728485107
0,46,45,train,0.022781629115343094,2.0440688133239746
0,47,46,train,0.022630957886576653,2.0510640144348145
0,48,47,train,0.02341882884502411,2.284745216369629
0,49,48,train,0.024998443201184273,2.359694480895996
0,50,49,train,0.025628287345170975,2.553734064102173
0,51,50,train,0.027441177517175674,2.6240243911743164
0,52,51,train,0.02994600497186184,2.5070722103118896
0,53,52,train,0.03208392485976219,2.687814235687256
0,54,53,train,0.0350438728928566,2.3588144779205322
0,55,54,train,0.035986367613077164,2.300896167755127
0,56,55,train,0.036353569477796555,1.988538384437561
0,57,56,train,0.03658711537718773,1.9405876398086548
0,58,57,train,0.03427828475832939,1.7227694988250732
0,59,58,train,0.03198457509279251,1.7731825113296509
0,60,59,train,0.029832903295755386,1.643076777458191
0,61,60,train,0.028779959306120872,1.6554807424545288
0,62,61,train,0.0274808406829834,1.5787972211837769
0,63,62,train,0.02652457170188427,1.6252914667129517
0,64,63,train,0.02575722709298134,1.6178808212280273
0,65,64,train,0.024489043280482292,1.5550189018249512
0,66,65,train,0.02508622780442238,1.7465951442718506
