epoch,step,batch_idx,split,mse_loss,policy_loss
0,1,0,train,0.3947458565235138,1.5318983793258667
0,2,1,train,0.2699611783027649,0.5295957922935486
0,3,2,train,0.1540626585483551,0.09839994460344315
0,4,3,train,0.07605961710214615,0.0710071474313736
0,5,4,train,0.045857664197683334,0.11110018938779831
0,6,5,train,0.033610064536333084,0.1434357762336731
0,7,6,train,0.0318247526884079,0.1593461036682129
0,8,7,train,0.030236080288887024,0.18012849986553192
0,9,8,train,0.029789011925458908,0.18999475240707397
0,10,9,train,0.031875718384981155,0.1694132387638092
0,11,10,train,0.032145749777555466,0.19162078201770782
0,12,11,train,0.035975243896245956,0.17265740036964417
0,13,12,train,0.03947898745536804,0.1783238649368286
0,14,13,train,0.04016156867146492,0.17876549065113068
0,15,14,train,0.04192594811320305,0.19180451333522797
0,16,15,train,0.042918119579553604,0.17485325038433075
0,17,16,train,0.04512341320514679,0.17557494342327118
0,18,17,train,0.04690840467810631,0.17622517049312592
0,19,18,train,0.04737313091754913,0.1737808883190155
0,20,19,train,0.04800179600715637,0.166193425655365
0,21,20,train,0.04846326634287834,0.17302319407463074
0,22,21,train,0.04766933247447014,0.167659729719162
0,23,22,train,0.04857751727104187,0.1705978512763977
0,24,23,train,0.051681920886039734,0.17160607874393463
0,25,24,train,0.0524074025452137,0.17057646811008453
0,26,25,train,0.05036236718297005,0.15121129155158997
0,27,26,train,0.05082936957478523,0.14482775330543518
0,28,27,train,0.051175326108932495,0.14639687538146973
0,29,28,train,0.048390135169029236,0.15185239911079407
0,30,29,train,0.05230671912431717,0.15842324495315552
0,31,30,train,0.05234465003013611,0.1500081866979599
0,32,31,train,0.05164983496069908,0.1450832635164261
0,33,32,train,0.05283521115779877,0.1458185762166977
0,34,33,train,0.047276999801397324,0.12548239529132843
0,35,34,train,0.04627703130245209,0.12631656229496002
0,36,35,train,0.04856271296739578,0.12227547913789749
0,37,36,train,0.04430994763970375,0.11867743730545044
0,38,37,train,0.045418400317430496,0.11741790920495987
0,39,38,train,0.04512185603380203,0.1085590049624443
0,40,39,train,0.04516051709651947,0.11390940099954605
0,41,40,train,0.04295136407017708,0.09933924674987793
0,42,41,train,0.04186701774597168,0.086203932762146
0,43,42,train,0.04203011840581894,0.0959133729338646
0,44,43,train,0.041374851018190384,0.08758093416690826
0,45,44,train,0.03849659115076065,0.06987778097391129
0,46,45,train,0.0360618457198143,0.08200335502624512
0,47,46,train,0.03692806139588356,0.06989101320505142
0,48,47,train,0.03478478640317917,0.0774693563580513
0,49,48,train,0.035389602184295654,0.05658947303891182
0,50,49,train,0.033407725393772125,0.0674387663602829
0,51,50,train,0.031261444091796875,0.05352424457669258
0,52,51,train,0.032300982624292374,0.06315241008996964
0,53,52,train,0.03144937381148338,0.06862840056419373
0,54,53,train,0.031233670189976692,0.07260466367006302
0,55,54,train,0.029542386531829834,0.04921729862689972
0,56,55,train,0.029132045805454254,0.06647749245166779
0,57,56,train,0.028363728895783424,0.0571526437997818
0,58,57,train,0.027651526033878326,0.05439017713069916
0,59,58,train,0.027710821479558945,0.07078059762716293
0,60,59,train,0.02732980251312256,0.06875341385602951
0,61,60,train,0.028025314211845398,0.08107011765241623
0,62,61,train,0.02973504178225994,0.08468423783779144
0,63,62,train,0.028853459283709526,0.09227301180362701
